,silhouette,jaccard,dasgupta,clustering_accuracy,vectorizer_type
0,0.07696837931871414,0.15424585712948224,0.8357641949876964,0.3843813387423935,dicta-il/BEREL
1,0.08346153795719147,0.12944372812672683,0.7940120138568032,0.34989858012170383,onlplab/alephbert-base
2,0.0907454863190651,0.13173680113558314,0.8246320387045596,0.359026369168357,dicta-il/dictabert
3,0.0984220802783966,0.15595153243050605,0.8439032045118565,0.37829614604462475,dicta-il/MsBERT
4,0.08806975185871124,0.1479413817166783,0.8351428166525054,0.38336713995943206,yonatanlou/BEREL-finetuned-DSS-maskedLM
5,0.0948840081691742,0.13041311831853597,0.8053529694945806,0.33874239350912777,yonatanlou/alephbert-base-finetuned-DSS-maskedLM
6,0.09396719932556152,0.13242799449696002,0.8061283573793325,0.34279918864097364,yonatanlou/dictabert-finetuned-DSS-maskedLM
7,0.06283552845642558,0.1580341767121473,0.8734472985674653,0.39858012170385393,tfidf
8,0.038634173134642714,0.11115195177534368,0.8128825625903118,0.33772819472616633,trigram
9,0.44624365689358747,0.06221088582421858,0.47057156045575077,0.16531440162271804,starr
